artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works,birth_year_span_start,latitude,longitude
116665165,"Loutrel, Victor Jean Baptiste",Paris,1821.0,1,1800.0,48.8588897,2.320041
116665165,"Soulange-Teissier, Louis Emmanuel",Paris,1814.0,1,1800.0,48.8588897,2.320041
1167430271,"Romeyn, Willem",Haarlem,1624.0,1,1600.0,52.3837058,4.6435597
1167550714,"Negelen, Joseph Mathias",Porrentruy,1792.0,2,1750.0,47.4171297,7.0761342
116756802,"Herrmann, Paul",München,1864.0,16,1850.0,48.1371079,11.5753822
116848553,"Léandré, Charles",Champsecret,1862.0,3,1850.0,48.6091562,-0.5516907
116862297,"Meil, Johann Wilhelm",Altenburg (Thüringen),1733.0,13,1700.0,50.9852411,12.4340988
116884800,"Leisnier, Nicolás Auguste",Paris,1787.0,3,1750.0,48.8588897,2.320041
116908327,"Gubitz, Friedrich W.",Leipzig,1786.0,3,1750.0,51.3406321,12.3747329
116909072,"Gudin, Théodore",Paris,1802.0,20,1800.0,48.8588897,2.320041
116961678,"Levesque, Pierre Ch.",Paris,1736.0,1,1700.0,48.8588897,2.320041
116985305,"Neuville, Alphonse Marie de",Saint-Omer (Departement Pas-de-Calais),1835.0,5,1800.0,50.6712698,2.386118
117049735,"Jacquemart, Jules Ferdinand",Paris,1837.0,164,1800.0,48.8588897,2.320041
117051764,"Huet, Paul",Paris,1803.0,37,1800.0,48.8588897,2.320041
117086177,"Loedel, Heinrich",Hameln,1798.0,1,1750.0,52.1039941,9.3561569
117122726,"Coudrey, R. du",Paris,1851.0,1,1850.0,48.8588897,2.320041
117142832,"Mordant, Daniel",Quimper,1853.0,2,1850.0,47.9960325,-4.1024782
117151858,"Carey, Charles Philippe Auguste",Offenbach am Main,1824.0,1,1800.0,50.1055002,8.7610698
117151858,Garnier,Offenbach am Main,1801.0,1,1800.0,50.1055002,8.7610698
117151858,"Johannot, Tony",Offenbach am Main,1803.0,25,1800.0,50.1055002,8.7610698
117151858,"Riffaut, Adolphe Pierre",Offenbach am Main,1821.0,2,1800.0,50.1055002,8.7610698
117183016,"Buser, Friedrich",Aarau,1797.0,2,1750.0,47.3927146,8.0444448
117258709,"Steinla, Moritz",Steinlah bei Seesen,1791.0,1,1750.0,,
117316709,"Lunteschütz, Jules",Besancon,1822.0,11,1800.0,47.2380222,6.0243622
117340898,"Anonym, französisch, 19. Jahrhundert",Herserange,1801.0,1,1800.0,49.5191,5.79533
117340898,"Valério, Theodore",Herserange,1819.0,194,1800.0,49.5191,5.79533
11738027X,"Wilder, Georg Christoph",Nürnberg,1797.0,3,1750.0,49.453872,11.077298
1174539836,"Zeune, Johann Conrad",Sankt Georgen (Bayreuth),1764.0,3,1750.0,49.9509163,11.5936058
117500518,"Anonym, 19. Jahrhundert",Mülhausen,1801.0,1,1800.0,48.8823608,7.5527146
117500518,"Anonym, französisch, 19. Jahrhundert",Mülhausen,1801.0,1,1800.0,48.8823608,7.5527146
117500518,"Bouteiller, Louise",Mülhausen,1783.0,4,1750.0,48.8823608,7.5527146
117500518,"Dejuine, Joseph Noël",Mülhausen,1771.0,1,1750.0,48.8823608,7.5527146
117500518,"Deseynes, A.",Mülhausen,1788.0,2,1750.0,48.8823608,7.5527146
117500518,"Dupressoir, François Joseph",Mülhausen,1800.0,1,1800.0,48.8823608,7.5527146
117500518,"Engelmann, Godefroy",Mülhausen,1788.0,7,1750.0,48.8823608,7.5527146
117500518,"Gudin, Louis",Mülhausen,1799.0,1,1750.0,48.8823608,7.5527146
117500518,"Jacomin, Jean-Marie",Mülhausen,1789.0,1,1750.0,48.8823608,7.5527146
117500518,"Villeneuve, Julien Vallou de",Mülhausen,1795.0,1,1750.0,48.8823608,7.5527146
117500518,"Villeneuve, Louis Jules Frédéric",Mülhausen,1796.0,2,1750.0,48.8823608,7.5527146
117500518,"Weber, Antoine Jean",Mülhausen,1797.0,1,1750.0,48.8823608,7.5527146
117500518,"du Bois de Perray, Henri Jean",Mülhausen,1801.0,1,1800.0,48.8823608,7.5527146
117512370,"Flameng, Leopold",Brüssel,1831.0,124,1800.0,50.8465573,4.351697
11751716X,"Henriquel-Dupont, Louis-Pierre",Paris,1797.0,4,1750.0,48.8588897,2.320041
117520896,"Forster, François",Le Locle,1790.0,6,1750.0,47.0555907,6.745454
117526894,"Soulange-Teissier, Louis Emmanuel",Berlin,1814.0,1,1800.0,52.510885,13.3989367
11753207X,"Richomme, Joseph Théodore",Paris,1785.0,4,1750.0,48.8588897,2.320041
117545228,"Girardet, Eduard",Le Locle,1819.0,2,1800.0,47.0555907,6.745454
117545236,"Girardet, Karl",Le Locle,1813.0,2,1800.0,47.0555907,6.745454
117570427,"Meynier, Charles",Paris,1768.0,2,1750.0,48.8588897,2.320041
11758973X,"Bervic, Charles-Clement",Paris,1756.0,5,1750.0,48.8588897,2.320041
117590304,"Biard, François-Auguste",Lyon,1798.0,2,1750.0,45.7578137,4.8320114
11759038X,"Bida, Alexandre",Toulouse,1813.0,1,1800.0,43.6044622,1.4442469
117592757,"Mueller, Johann Gotthard",Bernhausen <Fildern>,1747.0,1,1700.0,48.6728253,9.2160932
117601624,"Morgenstern, Johann Friedrich",Frankfurt am Main,1777.0,1,1750.0,50.1106444,8.6820917
117607703,"Ouvrié, Pierre Justin",Paris,1806.0,3,1800.0,48.8588897,2.320041
117612871,"Lebas, Louis Hippolyte",Paris,1782.0,1,1750.0,48.8588897,2.320041
117615633,"Lehmann, Henri",Ottensen,1814.0,1,1800.0,53.5550658,9.9198188
117622699,"Dauzats, Adrien",Bordeaux,1804.0,1,1800.0,44.841225,-0.5800364
117637327,"Dien, Claude-Marie-François",Paris,1787.0,4,1750.0,48.8588897,2.320041
117640395,"Lepoittevin, Eugène-Modeste-Edmond",Paris,1806.0,8,1800.0,48.8588897,2.320041
117651311,"Chaplin, Charles",Les Andelys,1825.0,46,1800.0,49.2469193,1.4215534
117668885,"Audouin, Pierre",Paris,1768.0,1,1750.0,48.8588897,2.320041
11768483X,"Paris, Pierre Adrien",Besançon,1745.0,3,1700.0,47.2380222,6.0243622
1176979914,"Muret, Jean-Baptiste",Versailles,1795.0,1,1750.0,48.8035403,2.1266886
117768006,"Beauvais, Nicolas Dauphin de",Paris,1687.0,2,1650.0,48.8588897,2.320041
1178348814,"Flipart, Joseph",Paris,1721.0,1,1700.0,48.8588897,2.320041
1179403304,"Lefman, Ferdinand",Paris,1840.0,1,1800.0,48.8588897,2.320041
1180080726,"Dufour, Pierre-Charles-Nicolas",Abbeville,1725.0,1,1700.0,50.1060835,1.8337029
118064657,"Sadeler, Ægidius",Antwerpen,1570.0,18,1550.0,51.2211097,4.3997081
118167375,Anonym,Fulda,1495.0,1,1450.0,50.5542328,9.6770448
118167375,"Anonym, deutsch, 16. Jahrhundert",Fulda,1501.0,1,1500.0,50.5542328,9.6770448
118167375,"Brosamer, Hans",Fulda,1495.0,69,1450.0,50.5542328,9.6770448
118167472,"Broeck, Barbara van den",Antwerpen,1558.0,1,1550.0,51.2211097,4.3997081
118167472,"Broeck, Crispin van den",Antwerpen,1524.0,1,1500.0,51.2211097,4.3997081
118167472,"Ditmar, Johannes",Antwerpen,1533.0,1,1500.0,51.2211097,4.3997081
1182578705,Anonym,Düsseldorf,1688.0,1,1650.0,51.2254018,6.7763137
1182578705,"Douven, Bartholomeus",Düsseldorf,1688.0,1,1650.0,51.2254018,6.7763137
118501755,"Aldegrever, Heinrich",Paderborn,1502.0,287,1500.0,51.7177044,8.752653
118501755,Anonym,Paderborn,1502.0,5,1500.0,51.7177044,8.752653
118501755,"Anonym, deutsch, 16. Jahrhundert",Paderborn,1501.0,10,1500.0,51.7177044,8.752653
118501755,Meister mit den Pferdeköpfen,Paderborn,1502.0,2,1500.0,51.7177044,8.752653
118501755,Monogrammist AGI,Paderborn,1480.0,1,1450.0,51.7177044,8.752653
118501755,Monogrammist BH,Paderborn,1501.0,1,1500.0,51.7177044,8.752653
118501755,Monogrammist CV,Paderborn,1501.0,1,1500.0,51.7177044,8.752653
118501755,Monogrammist ID,Paderborn,1501.0,1,1500.0,51.7177044,8.752653
118501755,"Sablon, Pierre",Paderborn,1584.0,1,1550.0,51.7177044,8.752653
118502239,"Altdorfer, Erhard",Regensburg,1480.0,1,1450.0,49.0195333,12.0974869
118502239,"Anonym, deutsch, 16. Jahrhundert",Regensburg,1501.0,2,1500.0,49.0195333,12.0974869
118502573,"Amman, Jost",Zürich,1539.0,62,1500.0,47.3744489,8.5410422
118502573,"Anonym, deutsch, 18. Jahrhundert",Zürich,1701.0,2,1700.0,47.3744489,8.5410422
118502573,Monogrammist HF,Zürich,1501.0,3,1500.0,47.3744489,8.5410422
118503871,"Anonym, deutsch, 16. Jahrhundert",Mailand,1501.0,1,1500.0,45.4641943,9.1896346
118506188,"Baldung Grien, Hans",Schwäbisch Gmünd,1484.0,30,1450.0,48.7999036,9.7977584
118506188,Monogrammist GB,Schwäbisch Gmünd,1600.0,1,1600.0,48.7999036,9.7977584
118507826,"Beardsley, Aubrey",Brighton,1872.0,1,1850.0,50.8214626,-0.1400561
118508210,"Beckmann, Max",Leipzig,1884.0,2,1850.0,51.3406321,12.3747329
118508326,Anonym,Nürnberg,1500.0,72,1500.0,49.453872,11.077298
118508326,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501.0,34,1500.0,49.453872,11.077298
118508326,"Beham, Sebald",Nürnberg,1500.0,393,1500.0,49.453872,11.077298
118508326,Monogrammist ATF,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
118508326,Monogrammist BSB,Nürnberg,1500.0,1,1500.0,49.453872,11.077298
118508326,Monogrammist CG III.,Nürnberg,1529.0,1,1500.0,49.453872,11.077298
118508326,Monogrammist HD,Nürnberg,1500.0,1,1500.0,49.453872,11.077298
118508326,Monogrammist R.K.F.,Nürnberg,1500.0,1,1500.0,49.453872,11.077298
118508326,Monogrammist RB,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
118512323,"Bodmer, Karl",Zürich,1809.0,2,1800.0,47.3744489,8.5410422
118513281,"Bonnard, Pierre",Fontenay-aux-Roses,1867.0,96,1850.0,48.7911052,2.2870373
118514474,"Anonym, deutsch, 16. Jahrhundert",Straßburg,1501.0,2,1500.0,48.584614,7.7507127
118514504,"Braque, Georges",Argenteuil,1882.0,2,1850.0,48.9479069,2.2481797
118515195,"Breu, Jörg",Augsburg,1480.0,5,1450.0,48.3690341,10.8979522
118515209,"Breu, Jörg",Augsburg,1510.0,3,1500.0,48.3690341,10.8979522
11851640X,"Bry, Johann Theodor de",Straßburg,1561.0,17,1550.0,48.584614,7.7507127
118516418,"Bry, Theodor de",Lüttich,1528.0,72,1500.0,50.6450944,5.5736112
11851850X,"Anonym, 17. Jahrhundert",Nancy,1601.0,40,1600.0,48.6937223,6.1834097
11851850X,"Anonym, französisch, 17. Jahrhundert",Nancy,1601.0,65,1600.0,48.6937223,6.1834097
11851850X,"Anonym, niederländisch, 17. Jahrhundert",Nancy,1601.0,2,1600.0,48.6937223,6.1834097
11851850X,"Callot, Jacques",Nancy,1592.0,980,1550.0,48.6937223,6.1834097
118519034,"Fatoure, Pierre",Mailand,1550.0,1,1550.0,45.4641943,9.1896346
118519212,"Carpeaux, Jean-Baptiste",Valenciennes,1827.0,4,1800.0,50.3579317,3.5234846
118519255,"Carracci, Annibale",Bologna,1560.0,2,1550.0,44.4938203,11.3426327
118519476,"Cassatt, Mary",Allegheny,1844.0,7,1800.0,40.4597204,-79.9760405
118519891,Anonym,Wipfeld,1459.0,1,1450.0,49.9210878,10.1742316
118519980,"Chagall, Marc",Witebsk,1887.0,6,1850.0,55.1930197,30.2070437
118520512,"Chodowiecki, Daniel",Danzig,1726.0,32,1700.0,54.3482907,18.6540233
118522140,"Corinth, Lovis",Tapiau,1858.0,3,1850.0,54.6478265,21.0719431
118522256,"Anonym, französisch, 19. Jahrhundert",Paris,1801.0,1,1800.0,48.8588897,2.320041
118522256,"Chauvel, Théophile Narcisse",Paris,1831.0,1,1800.0,48.8588897,2.320041
118522256,"Corot, Jean-Baptiste-Camille",Paris,1796.0,25,1750.0,48.8588897,2.320041
118522450,"Courbet, Gustave",Ornans,1819.0,3,1800.0,47.0947242,6.1517463
118522582,Anonym,Kronach,1472.0,1,1450.0,50.2397846,11.3277669
118522582,"Anonym, deutsch, 16. Jahrhundert",Kronach,1501.0,3,1500.0,50.2397846,11.3277669
118522582,"Cranach, Lucas, der Ältere",Kronach,1472.0,79,1450.0,50.2397846,11.3277669
118522582,Monogrammist MV,Kronach,1501.0,1,1500.0,50.2397846,11.3277669
118522590,"Anonym, deutsch, 16. Jahrhundert",Wittenberg,1501.0,2,1500.0,51.8666527,12.646761
118523880,"Anonym, 19. Jahrhundert",Marseille,1801.0,5,1800.0,43.2961743,5.3699525
118523880,"Anonym, französisch, 19. Jahrhundert",Marseille,1801.0,1,1800.0,43.2961743,5.3699525
118523880,"Daumier, Honoré",Marseille,1808.0,471,1800.0,43.2961743,5.3699525
118523945,"Anonym, französisch, 17. Jahrhundert",Paris,1601.0,1,1600.0,48.8588897,2.320041
118523945,"David, Jacques Louis",Paris,1748.0,19,1700.0,48.8588897,2.320041
118524291,"Degas, Edgar",Paris,1834.0,27,1800.0,48.8588897,2.320041
118524496,"Delaunay, Robert",Paris,1885.0,7,1850.0,48.8588897,2.320041
118524755,"Derain, André",Chatou,1880.0,30,1850.0,48.8897044,2.1573695
11852559X,"Anonym, deutsch, 17. Jahrhundert",Pfullendorf,1601.0,2,1600.0,47.924349,9.2559822
11852559X,"Dietterlin, Wendel",Pfullendorf,1550.0,11,1550.0,47.924349,9.2559822
118526839,"Anonym, französisch, 19. Jahrhundert",Straßburg,1801.0,1,1800.0,48.584614,7.7507127
118526839,Clarlante,Straßburg,1801.0,1,1800.0,48.584614,7.7507127
118526839,"Delduc, Édouard",Straßburg,1864.0,3,1850.0,48.584614,7.7507127
118526839,"Doré, Gustave",Straßburg,1832.0,67,1800.0,48.584614,7.7507127
118526839,"Dumont, Louis-Paul-Pierre",Straßburg,1822.0,1,1800.0,48.584614,7.7507127
11852786X,Anonym,Nürnberg,1471.0,458,1450.0,49.453872,11.077298
11852786X,Anonym,Nürnberg,1750.0,1,1750.0,49.453872,11.077298
11852786X,Anonym,Nürnberg,1808.0,1,1800.0,49.453872,11.077298
11852786X,"Anonym, 16. Jahrhundert",Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,"Anonym, deutsch",Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,"Anonym, deutsch, 15. Jahrhundert",Nürnberg,1401.0,5,1400.0,49.453872,11.077298
11852786X,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501.0,36,1500.0,49.453872,11.077298
11852786X,"Anonym, deutsch, 17. Jahrhundert",Nürnberg,1601.0,3,1600.0,49.453872,11.077298
11852786X,"Anonym, deutsch, 18. Jahrhundert",Nürnberg,1701.0,4,1700.0,49.453872,11.077298
11852786X,"Anonym, deutsch, 19. Jahrhundert",Nürnberg,1801.0,12,1800.0,49.453872,11.077298
11852786X,"Anonym, englisch, 18. Jahrhundert",Nürnberg,1701.0,1,1700.0,49.453872,11.077298
11852786X,"Anonym, englisch, 19. Jahrhundert",Nürnberg,1801.0,41,1800.0,49.453872,11.077298
11852786X,"Anonym, italienisch",Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,"Anonym, italienisch, 16. Jahrhundert",Nürnberg,1501.0,7,1500.0,49.453872,11.077298
11852786X,"Anonym, niederländisch, 16. Jahrhundert",Nürnberg,1501.0,2,1500.0,49.453872,11.077298
11852786X,"Anonym, niederländisch, 17. Jahrhundert",Nürnberg,1601.0,1,1600.0,49.453872,11.077298
11852786X,"Battmann, Joseph",Nürnberg,1801.0,1,1800.0,49.453872,11.077298
11852786X,"Cesena, Peregrino da",Nürnberg,1480.0,1,1450.0,49.453872,11.077298
11852786X,"Corner, J.",Nürnberg,1801.0,1,1800.0,49.453872,11.077298
11852786X,"Dürer, Albrecht",Nürnberg,1471.0,637,1450.0,49.453872,11.077298
11852786X,"Favart, C. A.",Nürnberg,1471.0,5,1450.0,49.453872,11.077298
11852786X,"Fink, H. W.",Nürnberg,1801.0,1,1800.0,49.453872,11.077298
11852786X,"Garnier, Noël",Nürnberg,1470.0,2,1450.0,49.453872,11.077298
11852786X,"Gläser, Andreas",Nürnberg,1750.0,1,1750.0,49.453872,11.077298
11852786X,"Klar, Paul Alois",Nürnberg,1820.0,1,1800.0,49.453872,11.077298
11852786X,"König, Peter",Nürnberg,1551.0,5,1550.0,49.453872,11.077298
11852786X,"Louis, Johann",Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,Meister MTR,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist AF,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist AG,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist AV,Nürnberg,1501.0,2,1500.0,49.453872,11.077298
11852786X,Monogrammist B,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist BG,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist FT,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist GH,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist HBIS,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist HF,Nürnberg,1495.0,4,1450.0,49.453872,11.077298
11852786X,Monogrammist HH I,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist HM,Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist HN,Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist HR,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist HS I,Nürnberg,1485.0,3,1450.0,49.453872,11.077298
11852786X,Monogrammist HST,Nürnberg,1495.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist IS,Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist L,Nürnberg,1501.0,3,1500.0,49.453872,11.077298
11852786X,Monogrammist L.D. (Lorenz Donauer),Nürnberg,1484.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist MAL,Nürnberg,1471.0,3,1450.0,49.453872,11.077298
11852786X,Monogrammist MI,Nürnberg,1551.0,1,1550.0,49.453872,11.077298
11852786X,Monogrammist MS,Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,Monogrammist OZ,Nürnberg,1551.0,3,1550.0,49.453872,11.077298
11852786X,Monogrammist PT,Nürnberg,1471.0,2,1450.0,49.453872,11.077298
11852786X,Monogrammist R,Nürnberg,1701.0,1,1700.0,49.453872,11.077298
11852786X,Monogrammist SMH,Nürnberg,1471.0,1,1450.0,49.453872,11.077298
11852786X,Monogrammist WC,Nürnberg,1471.0,2,1450.0,49.453872,11.077298
11852786X,Monogrammist XP,Nürnberg,1481.0,1,1450.0,49.453872,11.077298
11852786X,"Petrus, S.",Nürnberg,1701.0,19,1700.0,49.453872,11.077298
11852786X,"Pilizotti, Giacomo",Nürnberg,1806.0,36,1800.0,49.453872,11.077298
11852786X,"Pothof, Johan",Nürnberg,1501.0,1,1500.0,49.453872,11.077298
11852786X,"Stempelius, D. G.",Nürnberg,1530.0,3,1500.0,49.453872,11.077298
11852786X,"Suter, Wilhelm",Nürnberg,1801.0,1,1800.0,49.453872,11.077298
11852786X,"Valgrisi, Pietro",Nürnberg,1500.0,27,1500.0,49.453872,11.077298
11852786X,"Vischer d. J., Hans",Nürnberg,1460.0,1,1450.0,49.453872,11.077298
11852786X,"Weiss, Barthomomäus Ignaz",Nürnberg,1730.0,1,1700.0,49.453872,11.077298
11852786X,"Wierix II, Antonius",Nürnberg,1555.0,1,1550.0,49.453872,11.077298
118528386,"Anonym, italienisch, 17. Jahrhundert",Antwerpen,1601.0,1,1600.0,51.2211097,4.3997081
118528386,"Anonym, niederländisch",Antwerpen,1599.0,1,1550.0,51.2211097,4.3997081
118528386,"Anonym, niederländisch, 17. Jahrhundert",Antwerpen,1601.0,1,1600.0,51.2211097,4.3997081
118528386,"Bertinot, Gustave Nicolas",Antwerpen,1822.0,1,1800.0,51.2211097,4.3997081
118528386,"Dyck, Anton van",Antwerpen,1599.0,5,1550.0,51.2211097,4.3997081
118528386,"Franck, Joseph",Antwerpen,1825.0,2,1800.0,51.2211097,4.3997081
118534017,"Flötner, Peter",Thurgau,1485.0,11,1450.0,47.5859649,9.1428769
118537822,"Gauguin, Paul",Paris,1848.0,19,1800.0,48.8588897,2.320041
118537903,"Gavarni, Paul",Paris,1804.0,108,1800.0,48.8588897,2.320041
118538675,Anonym,Rouen,1791.0,3,1750.0,49.4404591,1.0939658
118538675,"Anonym, 19. Jahrhundert",Rouen,1801.0,1,1800.0,49.4404591,1.0939658
118538675,"Anonym, französisch, 19. Jahrhundert",Rouen,1801.0,2,1800.0,49.4404591,1.0939658
118538675,"Franquinet, Guillaume Henri",Rouen,1785.0,1,1750.0,49.4404591,1.0939658
118538675,Gihaut Frères,Rouen,1815.0,1,1800.0,49.4404591,1.0939658
118538675,"Géricault, Théodore",Rouen,1791.0,60,1750.0,49.4404591,1.0939658
118538969,"Anonym, deutsch, 18. Jahrhundert",Zürich,1701.0,2,1700.0,47.3744489,8.5410422
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1501.0,1,1500.0,51.2829005,6.196774
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1558.0,9,1550.0,51.2829005,6.196774
118540610,"Anonym, italienisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601.0,1,1600.0,51.2829005,6.196774
118540610,"Anonym, niederländisch, 16. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1501.0,2,1500.0,51.2829005,6.196774
118540610,"Anonym, niederländisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601.0,2,1600.0,51.2829005,6.196774
118540610,"Goltzius, Hendrick","Bracht (Brüggen, Kreis Viersen)",1558.0,206,1550.0,51.2829005,6.196774
118540610,"Siceram, Ludovicus","Bracht (Brüggen, Kreis Viersen)",1575.0,5,1550.0,51.2829005,6.196774
118540696,"Goncourt, Jules de",Paris,1830.0,8,1800.0,48.8588897,2.320041
118541064,"Loizelet, Eugène",Fuendetodos,1842.0,1,1800.0,41.3413479,-0.9594579
11854151X,"Anonym, 19. Jahrhundert",Nancy,1801.0,1,1800.0,48.6937223,6.1834097
11854151X,Grandville,Nancy,1803.0,45,1800.0,48.6937223,6.1834097
118544306,"Hackert, Jakob Philipp",Prenzlau,1737.0,2,1700.0,53.3167,13.866575
118545221,"Anonym, deutsch, 19. Jahrhundert",Antwerpen,1801.0,1,1800.0,51.2211097,4.3997081
118545221,"Lecouteux, Lionel Aristide",Antwerpen,1847.0,1,1800.0,51.2211097,4.3997081
118547658,Anonym,Heemskerk,4985.0,20,4950.0,52.5104331,4.6723536
118547658,"Anonym, niederländisch, 16. Jahrhundert",Heemskerk,1501.0,1,1500.0,52.5104331,4.6723536
118547658,"Heemskerk, Maarten van",Heemskerk,4985.0,10,4950.0,52.5104331,4.6723536
118547658,"Nagel, Pieter",Heemskerk,1564.0,4,1550.0,52.5104331,4.6723536
118552805,"Hogarth, William",London,1697.0,1,1650.0,51.5074456,-0.1277653
118552929,"Anonym, japanisch, 19. Jahrhundert",Edo (Japan),1801.0,10,1800.0,53.0183998,-112.8609459
118552929,"Katsushika, Hokusai",Edo (Japan),1760.0,99,1750.0,53.0183998,-112.8609459
118552945,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501.0,1,1500.0,48.3690341,10.8979522
118552945,"Holbein, Hans",Augsburg,1460.0,1,1450.0,48.3690341,10.8979522
118552953,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501.0,5,1500.0,48.3690341,10.8979522
118552953,"Holbein, Hans",Augsburg,1497.0,48,1450.0,48.3690341,10.8979522
118553070,"Anonym, deutsch, 17. Jahrhundert",Prag; Prag,1601.0,1,1600.0,50.0596288,14.4464593
118553070,"Hollar, Wenzel",Prag; Prag,1607.0,25,1600.0,50.0596288,14.4464593
118554115,"Anonym, deutsch, 16. Jahrhundert",Feldkirch,1501.0,1,1500.0,47.8647485,7.2730686
118554115,"Huber, Wolf",Feldkirch,1485.0,2,1450.0,47.8647485,7.2730686
118554654,"Hugo, Victor",Besançon,1802.0,1,1800.0,47.2380222,6.0243622
11855560X,Anonym,Montauban,1780.0,1,1750.0,44.0175835,1.3549991
11855560X,"Anonym, französisch, 19. Jahrhundert",Montauban,1801.0,1,1800.0,44.0175835,1.3549991
11855560X,"Ingres, Jean-Auguste-Dominique",Montauban,1780.0,7,1750.0,44.0175835,1.3549991
11855560X,"Morse, Auguste Achille",Montauban,1801.0,1,1800.0,44.0175835,1.3549991
11855560X,"Rosotte, Edouard",Montauban,1827.0,2,1800.0,44.0175835,1.3549991
118556045,"Isselburg, Peter",Köln,1580.0,2,1550.0,50.938361,6.959974
11855686X,"Anonym, deutsch, 16. Jahrhundert",Wien,1501.0,1,1500.0,48.2083537,16.3725042
11855686X,"Jamnitzer, Wenzel",Wien,1508.0,1,1500.0,48.2083537,16.3725042
118558331,"Jordaens, Jacob",Antwerpen,1593.0,4,1550.0,51.2211097,4.3997081
118561871,"Khnopff, Fernand","Grembergen, Flandern",1858.0,2,1850.0,51.0540034,4.1070284
118562398,"Kirchner, Ernst Ludwig",Aschaffenburg,1880.0,21,1850.0,49.9706701,9.1384857
118563289,"Klimt, Gustav",Wien,1862.0,1,1850.0,48.2083537,16.3725042
118563335,"Klinger, Max",Leipzig,1857.0,6,1850.0,51.3406321,12.3747329
118563890,"Anonym, deutsch, 15. Jahrhundert",Nürnberg,1401.0,5,1400.0,49.453872,11.077298
118564781,"Kolbe, Carl Wilhelm, der Ältere",Berlin,1757.0,4,1750.0,52.510885,13.3989367
118564943,"Kollwitz, Käthe",Königsberg,1867.0,4,1850.0,54.710128,20.5105838
118567993,"Anonym, deutsch, 16. Jahrhundert",Kulmbach,1501.0,1,1500.0,50.1008448,11.4479149
118567993,"Kulmbach, Hans von",Kulmbach,1480.0,6,1450.0,50.1008448,11.4479149
118568957,"Lami, Eugène-Louis",Paris,1800.0,50,1800.0,48.8588897,2.320041
11856997X,"Lastman, Pieter Pietersz",Amsterdam,1583.0,3,1550.0,52.3730796,4.8924534
1185706860,"Swebach, Edouard",Paris,1800.0,3,1800.0,48.8588897,2.320041
118572695,"Liebermann, Max",Berlin,1847.0,1,1800.0,52.510885,13.3989367
118575511,"Luyken, Jan",Amsterdam,1649.0,12,1600.0,52.3730796,4.8924534
118575864,"Macke, August",Meschede,1887.0,1,1850.0,51.3436532,8.2859257
11857700X,"Manet, Edouard",Paris,1832.0,52,1800.0,48.8588897,2.320041
11857700X,Moller,Paris,1801.0,2,1800.0,48.8588897,2.320041
11857700X,"Prinaire, A.",Paris,1832.0,1,1800.0,48.8588897,2.320041
11857700X,"Prunaire, Alfred",Paris,1837.0,1,1800.0,48.8588897,2.320041
118577336,"Mantegna, Andrea",Padua,1431.0,1,1400.0,45.4077172,11.8734455
118578847,"Matisse, Henri",Le Cateau-Cambrésis,1869.0,26,1850.0,50.1058353,3.5417479
118580914,"Menzel, Adolph von",Breslau,1815.0,1,1800.0,51.1263106,16.9781963
118581090,"Merian, Matthaeus, der Ältere",Basel,1593.0,2,1550.0,47.5581077,7.5878261
118582143,"Anonym, niederländisch, 16. Jahrhundert",Caprese Michelangelo,1501.0,1,1500.0,43.6405741,11.9874471
