artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works,birth_year_span_start
118526839,"Delduc, Édouard",Straßburg,1864,3,1850
118526839,"Doré, Gustave",Straßburg,1832,67,1800
118526839,"Dumont, Louis-Paul-Pierre",Straßburg,1822,1,1800
11852786X,Anonym,Nürnberg,1471,458,1450
11852786X,Anonym,Nürnberg,1750,1,1750
11852786X,Anonym,Nürnberg,1808,1,1800
11852786X,"Anonym, 16. Jahrhundert",Nürnberg,1501,1,1500
11852786X,"Anonym, deutsch",Nürnberg,1471,1,1450
11852786X,"Anonym, deutsch, 15. Jahrhundert",Nürnberg,1401,5,1400
11852786X,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,36,1500
11852786X,"Anonym, deutsch, 17. Jahrhundert",Nürnberg,1601,3,1600
11852786X,"Anonym, deutsch, 18. Jahrhundert",Nürnberg,1701,4,1700
11852786X,"Anonym, deutsch, 19. Jahrhundert",Nürnberg,1801,12,1800
11852786X,"Anonym, englisch, 18. Jahrhundert",Nürnberg,1701,1,1700
11852786X,"Anonym, englisch, 19. Jahrhundert",Nürnberg,1801,41,1800
11852786X,"Anonym, italienisch",Nürnberg,1471,1,1450
11852786X,"Anonym, italienisch, 16. Jahrhundert",Nürnberg,1501,7,1500
11852786X,"Anonym, niederländisch, 16. Jahrhundert",Nürnberg,1501,2,1500
11852786X,"Anonym, niederländisch, 17. Jahrhundert",Nürnberg,1601,1,1600
11852786X,"Battmann, Joseph",Nürnberg,1801,1,1800
11852786X,"Cesena, Peregrino da",Nürnberg,1480,1,1450
11852786X,"Corner, J.",Nürnberg,1801,1,1800
11852786X,"Dürer, Albrecht",Nürnberg,1471,637,1450
11852786X,"Favart, C. A.",Nürnberg,1471,5,1450
11852786X,"Fink, H. W.",Nürnberg,1801,1,1800
11852786X,"Garnier, Noël",Nürnberg,1470,2,1450
11852786X,"Gläser, Andreas",Nürnberg,1750,1,1750
11852786X,"Klar, Paul Alois",Nürnberg,1820,1,1800
11852786X,"König, Peter",Nürnberg,1551,5,1550
11852786X,"Louis, Johann",Nürnberg,1471,1,1450
11852786X,Meister MTR,Nürnberg,1501,1,1500
11852786X,Monogrammist AF,Nürnberg,1501,1,1500
11852786X,Monogrammist AG,Nürnberg,1501,1,1500
11852786X,Monogrammist AV,Nürnberg,1501,2,1500
11852786X,Monogrammist B,Nürnberg,1501,1,1500
11852786X,Monogrammist BG,Nürnberg,1501,1,1500
11852786X,Monogrammist FT,Nürnberg,1501,1,1500
11852786X,Monogrammist GH,Nürnberg,1501,1,1500
11852786X,Monogrammist HBIS,Nürnberg,1501,1,1500
11852786X,Monogrammist HF,Nürnberg,1495,4,1450
11852786X,Monogrammist HH I,Nürnberg,1501,1,1500
11852786X,Monogrammist HM,Nürnberg,1471,1,1450
11852786X,Monogrammist HN,Nürnberg,1471,1,1450
11852786X,Monogrammist HR,Nürnberg,1501,1,1500
11852786X,Monogrammist HS I,Nürnberg,1485,3,1450
11852786X,Monogrammist HST,Nürnberg,1495,1,1450
11852786X,Monogrammist IS,Nürnberg,1471,1,1450
11852786X,Monogrammist L,Nürnberg,1501,3,1500
11852786X,Monogrammist L.D. (Lorenz Donauer),Nürnberg,1484,1,1450
11852786X,Monogrammist MAL,Nürnberg,1471,3,1450
11852786X,Monogrammist MI,Nürnberg,1551,1,1550
11852786X,Monogrammist MS,Nürnberg,1501,1,1500
11852786X,Monogrammist OZ,Nürnberg,1551,3,1550
11852786X,Monogrammist PT,Nürnberg,1471,2,1450
11852786X,Monogrammist R,Nürnberg,1701,1,1700
11852786X,Monogrammist SMH,Nürnberg,1471,1,1450
11852786X,Monogrammist WC,Nürnberg,1471,2,1450
11852786X,Monogrammist XP,Nürnberg,1481,1,1450
11852786X,"Petrus, S.",Nürnberg,1701,19,1700
11852786X,"Pilizotti, Giacomo",Nürnberg,1806,36,1800
11852786X,"Pothof, Johan",Nürnberg,1501,1,1500
11852786X,"Stempelius, D. G.",Nürnberg,1530,3,1500
11852786X,"Suter, Wilhelm",Nürnberg,1801,1,1800
11852786X,"Valgrisi, Pietro",Nürnberg,1500,27,1500
11852786X,"Vischer d. J., Hans",Nürnberg,1460,1,1450
11852786X,"Weiss, Barthomomäus Ignaz",Nürnberg,1730,1,1700
11852786X,"Wierix II, Antonius",Nürnberg,1555,1,1550
118528386,"Anonym, italienisch, 17. Jahrhundert",Antwerpen,1601,1,1600
118528386,"Anonym, niederländisch",Antwerpen,1599,1,1550
118528386,"Anonym, niederländisch, 17. Jahrhundert",Antwerpen,1601,1,1600
118528386,"Bertinot, Gustave Nicolas",Antwerpen,1822,1,1800
118528386,"Dyck, Anton van",Antwerpen,1599,5,1550
118528386,"Franck, Joseph",Antwerpen,1825,2,1800
118534017,"Flötner, Peter",Thurgau,1485,11,1450
118537822,"Gauguin, Paul",Paris,1848,19,1800
118537903,"Gavarni, Paul",Paris,1804,108,1800
118538675,Anonym,Rouen,1791,3,1750
118538675,"Anonym, 19. Jahrhundert",Rouen,1801,1,1800
118538675,"Anonym, französisch, 19. Jahrhundert",Rouen,1801,2,1800
118538675,"Franquinet, Guillaume Henri",Rouen,1785,1,1750
118538675,Gihaut Frères,Rouen,1815,1,1800
118538675,"Géricault, Théodore",Rouen,1791,60,1750
118538969,"Anonym, deutsch, 18. Jahrhundert",Zürich,1701,2,1700
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1501,1,1500
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1558,9,1550
118540610,"Anonym, italienisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601,1,1600
118540610,"Anonym, niederländisch, 16. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1501,2,1500
118540610,"Anonym, niederländisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601,2,1600
118540610,"Goltzius, Hendrick","Bracht (Brüggen, Kreis Viersen)",1558,206,1550
118540610,"Siceram, Ludovicus","Bracht (Brüggen, Kreis Viersen)",1575,5,1550
118540696,"Goncourt, Jules de",Paris,1830,8,1800
118541064,"Loizelet, Eugène",Fuendetodos,1842,1,1800
11854151X,"Anonym, 19. Jahrhundert",Nancy,1801,1,1800
11854151X,Grandville,Nancy,1803,45,1800
118544306,"Hackert, Jakob Philipp",Prenzlau,1737,2,1700
118545221,"Anonym, deutsch, 19. Jahrhundert",Antwerpen,1801,1,1800
118545221,"Lecouteux, Lionel Aristide",Antwerpen,1847,1,1800
118547658,Anonym,Heemskerk,4985,20,4950
118547658,"Anonym, niederländisch, 16. Jahrhundert",Heemskerk,1501,1,1500
118547658,"Heemskerk, Maarten van",Heemskerk,4985,10,4950
118547658,"Nagel, Pieter",Heemskerk,1564,4,1550
118552805,"Hogarth, William",London,1697,1,1650
118552929,"Anonym, japanisch, 19. Jahrhundert",Edo (Japan),1801,10,1800
118552929,"Katsushika, Hokusai",Edo (Japan),1760,99,1750
118552945,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1,1500
118552945,"Holbein, Hans",Augsburg,1460,1,1450
118552953,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,5,1500
118552953,"Holbein, Hans",Augsburg,1497,48,1450
118553070,"Anonym, deutsch, 17. Jahrhundert",Prag; Prag,1601,1,1600
118553070,"Hollar, Wenzel",Prag; Prag,1607,25,1600
118554115,"Anonym, deutsch, 16. Jahrhundert",Feldkirch,1501,1,1500
118554115,"Huber, Wolf",Feldkirch,1485,2,1450
118554654,"Hugo, Victor",Besançon,1802,1,1800
11855560X,Anonym,Montauban,1780,1,1750
11855560X,"Anonym, französisch, 19. Jahrhundert",Montauban,1801,1,1800
11855560X,"Ingres, Jean-Auguste-Dominique",Montauban,1780,7,1750
11855560X,"Morse, Auguste Achille",Montauban,1801,1,1800
11855560X,"Rosotte, Edouard",Montauban,1827,2,1800
118556045,"Isselburg, Peter",Köln,1580,2,1550
11855686X,"Anonym, deutsch, 16. Jahrhundert",Wien,1501,1,1500
11855686X,"Jamnitzer, Wenzel",Wien,1508,1,1500
118558331,"Jordaens, Jacob",Antwerpen,1593,4,1550
118561871,"Khnopff, Fernand","Grembergen, Flandern",1858,2,1850
118562398,"Kirchner, Ernst Ludwig",Aschaffenburg,1880,21,1850
118563289,"Klimt, Gustav",Wien,1862,1,1850
118563335,"Klinger, Max",Leipzig,1857,6,1850
118563890,"Anonym, deutsch, 15. Jahrhundert",Nürnberg,1401,5,1400
118564781,"Kolbe, Carl Wilhelm, der Ältere",Berlin,1757,4,1750
118564943,"Kollwitz, Käthe",Königsberg,1867,4,1850
118567993,"Anonym, deutsch, 16. Jahrhundert",Kulmbach,1501,1,1500
118567993,"Kulmbach, Hans von",Kulmbach,1480,6,1450
118568957,"Lami, Eugène-Louis",Paris,1800,50,1800
11856997X,"Lastman, Pieter Pietersz",Amsterdam,1583,3,1550
1185706860,"Swebach, Edouard",Paris,1800,3,1800
118572695,"Liebermann, Max",Berlin,1847,1,1800
118575511,"Luyken, Jan",Amsterdam,1649,12,1600
118575864,"Macke, August",Meschede,1887,1,1850
11857700X,"Manet, Edouard",Paris,1832,52,1800
11857700X,Moller,Paris,1801,2,1800
11857700X,"Prinaire, A.",Paris,1832,1,1800
11857700X,"Prunaire, Alfred",Paris,1837,1,1800
118577336,"Mantegna, Andrea",Padua,1431,1,1400
118578847,"Matisse, Henri",Le Cateau-Cambrésis,1869,26,1850
118580914,"Menzel, Adolph von",Breslau,1815,1,1800
118581090,"Merian, Matthaeus, der Ältere",Basel,1593,2,1550
118582143,"Anonym, niederländisch, 16. Jahrhundert",Caprese Michelangelo,1501,1,1500
118582143,"Michelangelo, Buonarroti",Caprese Michelangelo,1475,1,1450
11858233X,"Levasseur, Jules Gabriel",Troyes,1823,1,1800
1185823565,"Dufourmantelle, Félix",Amiens,1823,3,1800
118582550,"Millet, Jean-François",Gruchy bei Gréville,1814,46,1800
118582933,"Modersohn-Becker, Paula",Dresden,1876,1,1850
118583514,"Monnier, Henry",Paris,1799,15,1750
118585738,"Munch, Edvard",Løten,1863,2,1850
11858586X,"Collier, Arthur",Sevilla,1818,1,1800
118588753,"Norwid, Cyprian",Laskowo-Głuchy,1821,1,1800
118590421,"Ostade, Adriaen van",Lübeck,1610,4,1600
118590944,"Ovens, Jürgen",Tönning,1623,1,1600
118591886,"Pascin, Jules",Vidin,1885,9,1850
118591924,"Passe, Crispijn van de",Arnemuiden,1564,2,1550
118592904,"Pesne, Antoine",Paris,1683,1,1650
118594206,"Picasso, Pablo",Málaga,1881,62,1850
118594575,"Piranesi, Giovanni Battista",Mogliano Vèneto,1720,1,1700
118594672,"Pissarro, Camille",Charlotte Amalie,1830,32,1800
118595245,"Pocci, Franz, Graf von",München,1807,2,1800
118597256,"Anonym, französisch, 19. Jahrhundert",München,1801,1,1800
118597787,Anonym,Urbino,1470,1,1450
118597787,"Anonym, französisch, 16. Jahrhundert",Urbino,1501,1,1500
118597787,"Dissard, Michel",Urbino,1778,1,1750
118597787,Monogrammist FG,Urbino,1501,1,1500
11859897X,"Reuwich, Erhard",Utrecht,1445,2,1400
11859964X,"Anonym, deutsch, 18. Jahrhundert",Leiden,1701,1,1700
11859964X,"Anonym, niederländisch, 17. Jahrhundert",Leiden,1601,1,1600
11859964X,"Rembrandt, Harmensz van Rijn",Leiden,1606,8,1600
118599712,"Anonym, italienisch, 17. Jahrhundert",Calvenzano,1601,1,1600
118599712,"Delaforge, Ambroise",Calvenzano,1817,1,1800
118599712,"Flipart, Jean-Charles",Calvenzano,1682,2,1650
118599712,"Pecoult, N.",Calvenzano,1601,1,1600
118599755,"Renoir, Auguste",Limoges,1841,22,1800
118601210,"Rippl-Rónai, József",Kaposvár,1861,17,1850
118603434,"Greux, Gustave Marie",Paris,1838,1,1800
118603434,"Marvy, Louis",Paris,1815,1,1800
118603434,"Rousseau, Théodore",Paris,1812,19,1800
11860354X,"Anonym, 18. Jahrhundert",Siegen,1701,1,1700
11860354X,"Dupin, Jean Pierre Julien",Siegen,1577,1,1550
11860354X,"Greux, Gustave Marie",Siegen,1838,1,1800
11860354X,"Rubens, Peter Paul",Siegen,1577,11,1550
118604082,"Ruisdael, Jacob van",Haarlem,1628,9,1600
118604821,"Saftleven, Herman",Rotterdam,1609,13,1600
118610430,Anonym,Colmar,1440,1,1400
118610430,"Anonym, deutsch",Colmar,1440,1,1400
118610430,"Anonym, deutsch, 15. Jahrhundert",Colmar,1401,1,1400
118610430,"Anonym, deutsch, 16. Jahrhundert",Colmar,1501,4,1500
118610430,Monogrammist AG,Colmar,1400,1,1400
118610430,"Schongauer, Martin",Colmar,1440,28,1400
118614762,"Sisley, Alfred",Paris,1839,3,1800
118614940,"Slevogt, Max",Landshut,1868,1,1850
118615300,Anonym,Nürnberg,1514,2,1500
118615300,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,12,1500
118615300,Monogrammist HWG,Nürnberg,1550,1,1550
118615300,"Solis, Virgil",Nürnberg,1514,284,1500
118619543,"Stuck, Franz von",Tettenweis,1863,1,1850
118622625,"Teyssonnières, Pierre",Venedig,1834,1,1800
118622625,"Tiepolo, Giovanni Battista",Venedig,1696,2,1650
118622994,"Danguin, Jean Baptiste",Pieve di Cadore,1823,1,1800
118622994,"Vecellio, Tiziano",Pieve di Cadore,1490,2,1450
11862346X,"Toulouse-Lautrec, Henri de",Albi,1864,129,1850
118625721,"Anonym, japanisch, 18./19. Jahrhundert",Kawagoe,1701,2,1700
118625721,"Kitagawa, Utamaro",Kawagoe,1753,55,1750
118625721,"Shunsen, Katsukawa",Kawagoe,1762,1,1750
118626043,"Vallotton, Félix",Lausanne,1865,57,1850
118626213,"Vasari, Giorgio",Arezzo,1511,1,1500
118626795,"Vianen, Paulus van",Utrecht,1570,3,1550
118627481,"Vogeler, Heinrich",Bremen,1872,3,1850
118628003,"Vuillard, Édouard",Cuiseaux,1868,51,1850
118629433,"Waterloo, Anthonie",Lille,1609,9,1600
118629492,"Anonym, französisch, 19. Jahrhundert",Valenciennes,1801,1,1800
118629492,"Brion, Étienne",Valenciennes,1700,1,1700
118629492,"Watteau, Antoine",Valenciennes,1684,10,1650
118634208,"Wittel, Gaspar van",Amersfoort,1652,2,1650
118636111,"Anonym, deutsch, 15. Jahrhundert",Reutlingen,1401,14,1400
118638831,Domenichino,Bologna,1581,1,1550
118641425,"Anonym, deutsch, 16. Jahrhundert",Brüssel,1501,1,1500
118641484,Parmigianino,Parma,1503,1,1500
118643177,"Anonym, niederländisch, 16. Jahrhundert",Antwerpen,1501,4,1500
118643177,"Vos, Maarten de",Antwerpen,1532,8,1500
118643177,"Wierix II, Antonius",Antwerpen,1555,10,1550
118643177,"Wierix III, Antonius",Antwerpen,1596,1,1550
118643525,"Aachen, Hans von",Köln,1552,2,1550
118643525,"Anonym, deutsch, 16. Jahrhundert",Köln,1501,1,1500
118643525,"Anonym, italienisch, 17. Jahrhundert",Köln,1601,1,1600
118649620,"Anthonisz, Cornelis",Amsterdam,1505,1,1500
118657542,"Bataille, Henry",Nimes,1872,6,1850
118658336,Anonym,Haarlem,1620,1,1600
118658336,"Berchem, Nicolaes",Haarlem,1620,9,1600
118659022,"Blanche, Jacques Émile",Paris,1861,6,1850
118659502,"Anonym, französisch, 19. Jahrhundert",Vercelli,1801,2,1800
118659502,"Boulanger, Louis",Vercelli,1806,50,1800
118659502,"Canon, Jean-Louis",Vercelli,1809,1,1800
118662244,"Anonym, französisch, 18. Jahrhundert",Paris,1701,1,1700
118662244,"Boucher, François",Paris,1703,13,1700
1186647795,"Béranger, Antoine",Paris,1785,1,1750
118665200,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,23,1500
118665200,"Burgkmair, Hans",Augsburg,1473,88,1450
118666053,"Del Vaga, Pierino",Florenz,1501,1,1500
118667181,Carmontelle,Paris,1717,1,1700
118669613,"Cochin, Charles Nicolas",Paris,1688,13,1650
118670786,"Cuyp, Aelbert",Dordrecht,1620,2,1600
118670999,"Daniele, da Volterra",Volterra,1509,1,1500
118671057,"Daubigny, Charles François",Paris,1817,96,1800
118671464,"Denis, Maurice",Granville (Departement Manche),1870,47,1850
118671499,"Denon, Vivant",Chalon-sur-Saône,1747,20,1700
118672657,"Dujardin, Karel",Amsterdam,1626,2,1600
118674005,"Anonym, niederländisch, 16. Jahrhundert",Brüssel,1501,6,1500
118674005,"Bruegel, Jan, de Oudere",Brüssel,1568,1,1550
118674013,"Anonym, deutsch, 16. Jahrhundert",Brüssel,1501,1,1500
118674013,"Anonym, niederländisch",Brüssel,1525,1,1500
118674013,"Bruegel, Pieter, de Oudere",Brüssel,1525,1,1500
118674382,"Anonym, niederländisch, 17. Jahrhundert",Oudenaarde,1601,1,1600
118676512,"Cochin, Charles Nicolas",Paris,1715,8,1700
11867692X,"Biot, Gustave",Correggio,1833,1,1800
11867692X,"Rousseaux, Émile",Correggio,1831,1,1800
118679422,"Delsenbach, Johann Adam",Nürnberg,1687,4,1650
118680374,"Doomer, Lambert",Amsterdam,1624,1,1600
11868101X,"Androuet du Cerceau, Jacques",Paris,1515,1,1500
118681125,"Dufy, Raoul",Le Havre,1877,21,1850
118681613,"Edelinck, Gerard",Antwerpen,1640,94,1600
118683055,"Fantin-Latour, Henri",Grenoble,1836,29,1800
118683527,Anonym,Heidelberg,1528,1,1500
118683527,"Feyerabend, Sigmund",Heidelberg,1528,1,1500
118684191,"Forain, Jean Louis",Reims,1852,57,1850
118684191,"Taverne, Pierre-Gustave",Reims,1859,1,1850
118688456,"Eisenhoit, Anton",Warburg,1553,1,1550
118692437,"Fragonard, Jean Honoré",Grasse,1732,12,1700
118693859,"Frommel, Carl Ludwig",Birkenfeld (Enzkreis),1789,1,1750
11869507X,"Giordano, Luca",Neapel,1634,1,1600
118695363,"Gleizes, Albert",Paris,1881,1,1850
11869703X,"Anonym, deutsch, 16. Jahrhundert",Solothurn,1501,1,1500
11869703X,"Anonym, deutsch, 20. Jahrhundert",Solothurn,1901,1,1900
11869703X,"Graf, Urs",Solothurn,1485,122,1450
118697781,"Grimm, Ludwig Emil",Hanau,1790,1,1750
118697846,"Gris, Juan",Madrid,1887,1,1850
118698451,"Anonym, deutsch, 15. Jahrhundert",Markgröningen,1401,51,1400
118703285,"Friesz, Achille-Emile-Othon",Le Havre,1879,7,1850
118703358,"Fromentin, Eugène",La Rochelle,1820,2,1800
118704311,"Heuer, Wilhelm",Hamburg,1813,1,1800
11870642X,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1,1500
11870642X,"Holbein, Ambrosius",Augsburg,1494,9,1450
118709917,"Anonym, deutsch, 16. Jahrhundert",Basel,1501,1,1500
118709917,"Heintz, Joseph",Basel,1564,3,1550
118714937,"Calcar, Jan Stephan von",Kalkar (Kreis Kleve),1499,20,1450
118718789,"Giroux, Charles",Tournus,1861,1,1850
118718789,"Greuze, Jean-Baptiste",Tournus,1725,1,1700
118725378,"Utagawa, Toyokuni III.",Katsuhika (bei Edo),1786,17,1750
118726722,"Laurens, Henri",Paris,1885,3,1850
118729314,Anonym,Leiden,1494,14,1450
118729314,"Anonym, 16. Jahrhundert",Leiden,1501,1,1500
118729314,"Anonym, deutsch, 16. Jahrhundert",Leiden,1501,2,1500
118729314,"Anonym, französisch, 17. Jahrhundert",Leiden,1601,1,1600
118729314,"Anonym, niederländisch, 16. Jahrhundert",Leiden,1501,1,1500
118729314,"Horbeck, Egidius",Leiden,1550,1,1550
118729314,"Leyden, Lucas van",Leiden,1494,145,1450
118730274,"Maillol, Aristide",Banyuls-sur-Mer,1861,46,1850
118733877,"Mignard, Nicolas",Troyes,1606,8,1600
118736973,"Morisot, Berthe",Bourges,1841,9,1800
118737260,"Mucha, Alfons",Ivančice,1860,12,1850
118737554,"Mueller, Otto",Lubawka,1874,15,1850
118738887,"Anonym, französisch, 18. Jahrhundert",Paris,1701,1,1700
118738887,"Oudry, Jean-Baptiste",Paris,1686,6,1650
118741004,Monogrammist PB,Saint-Avertin,1514,2,1500
118743740,"Redon, Odilon",Bordeaux,1840,28,1800
11874836X,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,22,1500
11874836X,"Schäufelein, Hans Leonhard",Nürnberg,1480,118,1450
118749218,"Rauch, Christian Daniel",Bad Arolsen,1777,1,1750
118749625,"Roos, Johann Heinrich",Otterberg,1631,2,1600
118749641,"Chevalier, François-Frederick",Namur,1833,1,1800
118749641,"Rops, Félicien",Namur,1833,315,1800
118750682,"Saenredam, Pieter Jansz",Assendelft,1597,3,1550
118753320,"Anonym, französisch, 19. Jahrhundert",Lausanne,1801,1,1800
118753320,"Steinlen, Théophile-Alexandre",Lausanne,1859,80,1850
118755366,"Anonym, schweizerisch, 16. Jahrhundert",Schaffhausen,1501,2,1500
118755366,Monogrammist von 1557,Schaffhausen,1500,1,1500
118755366,"Stimmer, Tobias",Schaffhausen,1539,84,1500
118757490,"Anonym, deutsch, 19. Jahrhundert",Berlin,1801,1,1800
118768506,"Anonym, französisch, 19. Jahrhundert",Damville,1801,1,1800
118768506,"Villon, Jacques",Damville,1875,2,1850
118770454,"Anonym, niederländisch, 17. Jahrhundert",Den Haag,1601,1,1600
118771175,"Wolgemut, Michael",Nürnberg,1434,84,1400
118774875,"Hooghe, Romeyn de",Amsterdam,1645,4,1600
118778420,"Laer, Pieter van",Laaren bei Haarlem,1582,2,1550
118778595,"Lancret, Nicolas",Paris,1690,1,1650
118779141,Anonym,Paris,1619,1,1600
118779141,"Anonym, französisch, 17. Jahrhundert",Paris,1601,5,1600
118779141,"Flipart, Jean-Charles",Paris,1682,1,1650
118779141,"Le Brun, Charles",Paris,1619,9,1600
118779230,"Legeay, Jean-Laurent",Paris; Rühn,1710,2,1700
118780115,"Liotard, Jean-Étienne",Genf,1702,2,1700
118780115,"Posselwhite, James",Genf,1798,1,1750
118781529,"Mander, Karel van",Meulebeke,1548,2,1500
118782029,"Marot, Daniel",Paris,1661,14,1650
118782037,"Marot, Jean",Paris,1619,4,1600
118782967,"Gervais, Eugène",Lyon,1815,1,1800
118782967,"Le Rat, Paul Edme",Lyon,1849,1,1800
118782967,"Meissonier, Jean Louis Ernest",Lyon,1815,7,1800
118783440,"Meryon, Charles",Paris,1821,34,1800
118783548,"Anonym, niederländisch, 17. Jahrhundert",Leiden,1601,1,1600
118783971,"Mongin, Augustin",Southampton,1843,1,1800
118785648,"Anonym, französisch, 17. Jahrhundert",Reims,1601,1,1600
118785648,"Nanteuil, Robert",Reims,1623,103,1600
118785901X,"Selmersheim, Pierre-Eugène",Paris,1869,1,1850
118786415,"Norblin de La Gourdaine, Jean-Pierre",Misy-sur-Yonne,1745,78,1700
118787675,"Raffaëlli, Jean-François",Paris,1850,10,1850
118787683,"Anonym, französisch, 19. Jahrhundert",Paris,1801,1,1800
118787683,"Bry, Émile",Paris,1804,1,1800
118787683,"Raffet, Denis Auguste Marie",Paris,1804,353,1800
118794078,"Saint-Aubin, Augustin de",Paris,1736,10,1700
118794280,"Beatrizet, Nicolas",Florenz,1515,1,1500
118794396,"Sandrart, Joachim von",Frankfurt am Main,1606,2,1600
118796283,"Sérusier, Paul",Paris,1864,5,1850
11879826X,"Anonym, deutsch, 16. Jahrhundert",Oberursel (Taunus),1501,1,1500
118798545,"Steen, Jan",Leiden,1626,5,1600
118799487,"Anonym, deutsch, 16. Jahrhundert",Padua,1501,2,1500
118799487,"Anonym, niederländisch, 16. Jahrhundert",Padua,1501,1,1500
118803794,"Vallet, Édouard",Genf,1876,2,1850
118804235,"Vernet, Carle",Bordeaux,1758,226,1750
118804243,"Loeillot, Wilhelm",Paris,1827,1,1800
118804243,"Loeillot-Hartwig, Karl",Paris,1798,1,1750
118804243,"Vernet, Horace",Paris,1789,253,1750
118804243,"Weber, Antoine Jean",Paris,1797,1,1750
118810936,"Anonym, deutsch, 16. Jahrhundert",Frankfurt am Main,1501,1,1500
118810936,"Anonym, niederländisch, 17. Jahrhundert",Frankfurt am Main,1601,1,1600
118812092,"Stella, Jacques",Lyon,1596,1,1550
118816640,"Boudin, Eugène",Honfleur,1824,5,1800
118817310,"Albrier, Joseph",Montargis,1791,1,1750
118817310,"Berny, Chevalier E. de",Montargis,1801,1,1800
118817310,Bès,Montargis,1818,1,1800
118817310,"Chatillon, Henri Guillaume",Montargis,1780,3,1750
118817310,"Girodet-Trioson, Anne Louis",Montargis,1767,4,1750
118820117,"Heideloff, Carl Alexander von",Stuttgart,1789,1,1750
11883083X,"Werff, Adriaen van der",Rotterdam-Kralingen,1659,1,1650
118837281,"Sablet, Jacques",Morges,1749,2,1700
118838415,"Anonym, deutsch, 16. Jahrhundert",München,1501,2,1500
118841378,"Anonym, 18. Jahrhundert",Königsberg (Wetzlar),1701,1,1700
118841378,"Lichtenstein, S.",Königsberg (Wetzlar),1801,1,1800
118841378,"Wille, Johann Georg",Königsberg (Wetzlar),1715,143,1700
118843680,"Sichem, Christoffel van",Amsterdam,1546,7,1500
118843761,"Quellinus, Erasmus",Antwerpen,1607,2,1600
118843834,"Guys, Constantin",Vlissingen,1802,10,1800
118846027,Anonym,Lyon,1824,1,1800
118846027,"Puvis de Chavannes, Pierre",Lyon,1824,20,1800
118849549,"Bartolozzi, Francesco",Florenz,1727,1,1700
118849549,"Gerard, S. L.",Florenz,1801,1,1800
118852361,"Boldini, Giovanni",Ferrara,1842,1,1800
118853600,"Caillebotte, Gustave",Paris,1848,4,1800
118858955,Anonym,München,1564,1,1550
118858955,"Mayer, S.",München,1701,1,1700
118858955,Monogrammist HNH,München,1801,1,1800
118858955,"Rottenhammer, Hans",München,1564,4,1550
118862340,"Cottet, Charles",Le Puy,1863,6,1850
118862383,"Cornelisz, Jacob",Oostzaan,1470,6,1450
118862758,"Anonym, französisch, 16. Jahrhundert",Paris,1501,2,1500
1188648454,"Courtois, Pierre-François",Paris,1736,1,1700
118874195,"Coornhert, Dirk Volkertszoon",Amsterdam,1522,124,1500
118878794,"Anonym, französisch, 19. Jahrhundert",Angers,1801,1,1800
118884840,"Giovanni, da Udine",Udine,1487,1,1450
118899937,"Maufra, Maxime",Nantes,1861,5,1850
118900927,"Gandolfi, Gaetano","Matteo della Decima, Provinz Bologna",1734,1,1700
118901885,"Erhard, Johann Christoph",Nürnberg,1795,1,1750
118907832,"Laurent, Andreas",Antwerpen,1700,1,1700
118907832,"Teniers, David",Antwerpen,1610,3,1600
118911112,"Anonym, deutsch, 16. Jahrhundert",Königsberg,1501,2,1500
118913905,"Coypel, Antoine",Paris,1661,9,1650
1189177285,"Prou, Jacques",Troyes; Blois,1621,2,1600
118924648,"Bernard, Emile",Lille,1868,46,1850
118927787,"Bonheur, Rosa",Bordeaux,1822,2,1800
118927787,"Soulange-Teissier, Louis Emmanuel",Bordeaux,1814,1,1800
1189440369,"Chasteau, Guillaume",Orléans,1635,3,1600
118949373,"Mellan, Claude",Abbeville,1598,30,1550
118955179,Monogrammist IF II,Hammelburg,1496,1,1450
118966928,"Benazech, Peter Paul",Avignon,1730,1,1700
118966928,"Bertaud, Marie Rosalie",Avignon,1738,1,1700
118966928,"Vernet, Joseph",Avignon,1714,3,1700
11896710X,"Rode, Bernhard",Berlin,1725,1,1700
118973401,"Poilly, Nicolas de",Abbeville,1626,2,1600
11897341X,"Poilly, François de",Abbeville,1622,9,1600
118975072,"Heim, Henry",Dordrecht,1801,2,1800
118975072,"Rousseaux, Émile",Dordrecht,1831,1,1800
118975072,"Scheffer, Ary",Dordrecht,1795,16,1750
118975722,"Robert, Léopold",Les Eplatures,1794,11,1750
118976435,"Anonym, niederländisch, 16. Jahrhundert",Bergamo,1501,1,1500
118976435,"Thibault, Charles Eugène",Bergamo,1835,1,1800
118978128,"Anonym, italienisch, 17. Jahrhundert",Cento,1601,1,1600
