artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works
11852786X,Monogrammist HST,Nürnberg,1495,1
11852786X,Monogrammist IS,Nürnberg,1471,1
11852786X,Monogrammist L,Nürnberg,1501,3
11852786X,Monogrammist L.D. (Lorenz Donauer),Nürnberg,1484,1
11852786X,Monogrammist MAL,Nürnberg,1471,3
11852786X,Monogrammist MI,Nürnberg,1551,1
11852786X,Monogrammist MS,Nürnberg,1501,1
11852786X,Monogrammist OZ,Nürnberg,1551,3
11852786X,Monogrammist PT,Nürnberg,1471,2
11852786X,Monogrammist R,Nürnberg,1701,1
11852786X,Monogrammist SMH,Nürnberg,1471,1
11852786X,Monogrammist WC,Nürnberg,1471,2
11852786X,Monogrammist XP,Nürnberg,1481,1
11852786X,"Petrus, S.",Nürnberg,1701,19
11852786X,"Pilizotti, Giacomo",Nürnberg,1806,36
11852786X,"Pothof, Johan",Nürnberg,1501,1
11852786X,"Stempelius, D. G.",Nürnberg,1530,3
11852786X,"Suter, Wilhelm",Nürnberg,1801,1
11852786X,"Valgrisi, Pietro",Nürnberg,1500,27
11852786X,"Vischer d. J., Hans",Nürnberg,1460,1
11852786X,"Weiss, Barthomomäus Ignaz",Nürnberg,1730,1
11852786X,"Wierix II, Antonius",Nürnberg,1555,1
118528386,"Anonym, italienisch, 17. Jahrhundert",Antwerpen,1601,1
118528386,"Anonym, niederländisch",Antwerpen,1599,1
118528386,"Anonym, niederländisch, 17. Jahrhundert",Antwerpen,1601,1
118528386,"Bertinot, Gustave Nicolas",Antwerpen,1822,1
118528386,"Dyck, Anton van",Antwerpen,1599,5
118528386,"Franck, Joseph",Antwerpen,1825,2
118534017,"Flötner, Peter",Thurgau,1485,11
118537822,"Gauguin, Paul",Paris,1848,19
118537903,"Gavarni, Paul",Paris,1804,108
118538675,Anonym,Rouen,1791,3
118538675,"Anonym, 19. Jahrhundert",Rouen,1801,1
118538675,"Anonym, französisch, 19. Jahrhundert",Rouen,1801,2
118538675,"Franquinet, Guillaume Henri",Rouen,1785,1
118538675,Gihaut Frères,Rouen,1815,1
118538675,"Géricault, Théodore",Rouen,1791,60
118538969,"Anonym, deutsch, 18. Jahrhundert",Zürich,1701,2
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1501,1
118540610,Anonym,"Bracht (Brüggen, Kreis Viersen)",1558,9
118540610,"Anonym, italienisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601,1
118540610,"Anonym, niederländisch, 16. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1501,2
118540610,"Anonym, niederländisch, 17. Jahrhundert","Bracht (Brüggen, Kreis Viersen)",1601,2
118540610,"Goltzius, Hendrick","Bracht (Brüggen, Kreis Viersen)",1558,206
118540610,"Siceram, Ludovicus","Bracht (Brüggen, Kreis Viersen)",1575,5
118540696,"Goncourt, Jules de",Paris,1830,8
118541064,"Loizelet, Eugène",Fuendetodos,1842,1
11854151X,"Anonym, 19. Jahrhundert",Nancy,1801,1
11854151X,Grandville,Nancy,1803,45
118544306,"Hackert, Jakob Philipp",Prenzlau,1737,2
118545221,"Anonym, deutsch, 19. Jahrhundert",Antwerpen,1801,1
118545221,"Lecouteux, Lionel Aristide",Antwerpen,1847,1
118547658,Anonym,Heemskerk,4985,20
118547658,"Anonym, niederländisch, 16. Jahrhundert",Heemskerk,1501,1
118547658,"Heemskerk, Maarten van",Heemskerk,4985,10
118547658,"Nagel, Pieter",Heemskerk,1564,4
118552805,"Hogarth, William",London,1697,1
118552929,"Anonym, japanisch, 19. Jahrhundert",Edo (Japan),1801,10
118552929,"Katsushika, Hokusai",Edo (Japan),1760,99
118552945,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1
118552945,"Holbein, Hans",Augsburg,1460,1
118552953,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,5
118552953,"Holbein, Hans",Augsburg,1497,48
118553070,"Anonym, deutsch, 17. Jahrhundert",Prag; Prag,1601,1
118553070,"Hollar, Wenzel",Prag; Prag,1607,25
118554115,"Anonym, deutsch, 16. Jahrhundert",Feldkirch,1501,1
118554115,"Huber, Wolf",Feldkirch,1485,2
118554654,"Hugo, Victor",Besançon,1802,1
11855560X,Anonym,Montauban,1780,1
11855560X,"Anonym, französisch, 19. Jahrhundert",Montauban,1801,1
11855560X,"Ingres, Jean-Auguste-Dominique",Montauban,1780,7
11855560X,"Morse, Auguste Achille",Montauban,1801,1
11855560X,"Rosotte, Edouard",Montauban,1827,2
118556045,"Isselburg, Peter",Köln,1580,2
11855686X,"Anonym, deutsch, 16. Jahrhundert",Wien,1501,1
11855686X,"Jamnitzer, Wenzel",Wien,1508,1
118558331,"Jordaens, Jacob",Antwerpen,1593,4
118561871,"Khnopff, Fernand","Grembergen, Flandern",1858,2
118562398,"Kirchner, Ernst Ludwig",Aschaffenburg,1880,21
118563289,"Klimt, Gustav",Wien,1862,1
118563335,"Klinger, Max",Leipzig,1857,6
118563890,"Anonym, deutsch, 15. Jahrhundert",Nürnberg,1401,5
118564781,"Kolbe, Carl Wilhelm, der Ältere",Berlin,1757,4
118564943,"Kollwitz, Käthe",Königsberg,1867,4
118567993,"Anonym, deutsch, 16. Jahrhundert",Kulmbach,1501,1
118567993,"Kulmbach, Hans von",Kulmbach,1480,6
118568957,"Lami, Eugène-Louis",Paris,1800,50
11856997X,"Lastman, Pieter Pietersz",Amsterdam,1583,3
1185706860,"Swebach, Edouard",Paris,1800,3
118572695,"Liebermann, Max",Berlin,1847,1
118575511,"Luyken, Jan",Amsterdam,1649,12
118575864,"Macke, August",Meschede,1887,1
11857700X,"Manet, Edouard",Paris,1832,52
11857700X,Moller,Paris,1801,2
11857700X,"Prinaire, A.",Paris,1832,1
11857700X,"Prunaire, Alfred",Paris,1837,1
118577336,"Mantegna, Andrea",Padua,1431,1
118578847,"Matisse, Henri",Le Cateau-Cambrésis,1869,26
118580914,"Menzel, Adolph von",Breslau,1815,1
118581090,"Merian, Matthaeus, der Ältere",Basel,1593,2
118582143,"Anonym, niederländisch, 16. Jahrhundert",Caprese Michelangelo,1501,1
118582143,"Michelangelo, Buonarroti",Caprese Michelangelo,1475,1
11858233X,"Levasseur, Jules Gabriel",Troyes,1823,1
1185823565,"Dufourmantelle, Félix",Amiens,1823,3
118582550,"Millet, Jean-François",Gruchy bei Gréville,1814,46
118582933,"Modersohn-Becker, Paula",Dresden,1876,1
118583514,"Monnier, Henry",Paris,1799,15
118585738,"Munch, Edvard",Løten,1863,2
11858586X,"Collier, Arthur",Sevilla,1818,1
118588753,"Norwid, Cyprian",Laskowo-Głuchy,1821,1
118590421,"Ostade, Adriaen van",Lübeck,1610,4
118590944,"Ovens, Jürgen",Tönning,1623,1
118591886,"Pascin, Jules",Vidin,1885,9
118591924,"Passe, Crispijn van de",Arnemuiden,1564,2
118592904,"Pesne, Antoine",Paris,1683,1
118594206,"Picasso, Pablo",Málaga,1881,62
118594575,"Piranesi, Giovanni Battista",Mogliano Vèneto,1720,1
118594672,"Pissarro, Camille",Charlotte Amalie,1830,32
118595245,"Pocci, Franz, Graf von",München,1807,2
118597256,"Anonym, französisch, 19. Jahrhundert",München,1801,1
118597787,Anonym,Urbino,1470,1
118597787,"Anonym, französisch, 16. Jahrhundert",Urbino,1501,1
118597787,"Dissard, Michel",Urbino,1778,1
118597787,Monogrammist FG,Urbino,1501,1
11859897X,"Reuwich, Erhard",Utrecht,1445,2
11859964X,"Anonym, deutsch, 18. Jahrhundert",Leiden,1701,1
11859964X,"Anonym, niederländisch, 17. Jahrhundert",Leiden,1601,1
11859964X,"Rembrandt, Harmensz van Rijn",Leiden,1606,8
118599712,"Anonym, italienisch, 17. Jahrhundert",Calvenzano,1601,1
118599712,"Delaforge, Ambroise",Calvenzano,1817,1
118599712,"Flipart, Jean-Charles",Calvenzano,1682,2
118599712,"Pecoult, N.",Calvenzano,1601,1
118599755,"Renoir, Auguste",Limoges,1841,22
118601210,"Rippl-Rónai, József",Kaposvár,1861,17
118603434,"Greux, Gustave Marie",Paris,1838,1
118603434,"Marvy, Louis",Paris,1815,1
118603434,"Rousseau, Théodore",Paris,1812,19
11860354X,"Anonym, 18. Jahrhundert",Siegen,1701,1
11860354X,"Dupin, Jean Pierre Julien",Siegen,1577,1
11860354X,"Greux, Gustave Marie",Siegen,1838,1
11860354X,"Rubens, Peter Paul",Siegen,1577,11
118604082,"Ruisdael, Jacob van",Haarlem,1628,9
118604821,"Saftleven, Herman",Rotterdam,1609,13
118610430,Anonym,Colmar,1440,1
118610430,"Anonym, deutsch",Colmar,1440,1
118610430,"Anonym, deutsch, 15. Jahrhundert",Colmar,1401,1
118610430,"Anonym, deutsch, 16. Jahrhundert",Colmar,1501,4
118610430,Monogrammist AG,Colmar,1400,1
118610430,"Schongauer, Martin",Colmar,1440,28
118614762,"Sisley, Alfred",Paris,1839,3
118614940,"Slevogt, Max",Landshut,1868,1
118615300,Anonym,Nürnberg,1514,2
118615300,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,12
118615300,Monogrammist HWG,Nürnberg,1550,1
118615300,"Solis, Virgil",Nürnberg,1514,284
118619543,"Stuck, Franz von",Tettenweis,1863,1
118622625,"Teyssonnières, Pierre",Venedig,1834,1
118622625,"Tiepolo, Giovanni Battista",Venedig,1696,2
118622994,"Danguin, Jean Baptiste",Pieve di Cadore,1823,1
118622994,"Vecellio, Tiziano",Pieve di Cadore,1490,2
11862346X,"Toulouse-Lautrec, Henri de",Albi,1864,129
118625721,"Anonym, japanisch, 18./19. Jahrhundert",Kawagoe,1701,2
118625721,"Kitagawa, Utamaro",Kawagoe,1753,55
118625721,"Shunsen, Katsukawa",Kawagoe,1762,1
118626043,"Vallotton, Félix",Lausanne,1865,57
118626213,"Vasari, Giorgio",Arezzo,1511,1
118626795,"Vianen, Paulus van",Utrecht,1570,3
118627481,"Vogeler, Heinrich",Bremen,1872,3
118628003,"Vuillard, Édouard",Cuiseaux,1868,51
118629433,"Waterloo, Anthonie",Lille,1609,9
118629492,"Anonym, französisch, 19. Jahrhundert",Valenciennes,1801,1
118629492,"Brion, Étienne",Valenciennes,1700,1
118629492,"Watteau, Antoine",Valenciennes,1684,10
118634208,"Wittel, Gaspar van",Amersfoort,1652,2
118636111,"Anonym, deutsch, 15. Jahrhundert",Reutlingen,1401,14
118638831,Domenichino,Bologna,1581,1
118641425,"Anonym, deutsch, 16. Jahrhundert",Brüssel,1501,1
118641484,Parmigianino,Parma,1503,1
118643177,"Anonym, niederländisch, 16. Jahrhundert",Antwerpen,1501,4
118643177,"Vos, Maarten de",Antwerpen,1532,8
118643177,"Wierix II, Antonius",Antwerpen,1555,10
118643177,"Wierix III, Antonius",Antwerpen,1596,1
118643525,"Aachen, Hans von",Köln,1552,2
118643525,"Anonym, deutsch, 16. Jahrhundert",Köln,1501,1
118643525,"Anonym, italienisch, 17. Jahrhundert",Köln,1601,1
118649620,"Anthonisz, Cornelis",Amsterdam,1505,1
118657542,"Bataille, Henry",Nimes,1872,6
118658336,Anonym,Haarlem,1620,1
118658336,"Berchem, Nicolaes",Haarlem,1620,9
118659022,"Blanche, Jacques Émile",Paris,1861,6
118659502,"Anonym, französisch, 19. Jahrhundert",Vercelli,1801,2
118659502,"Boulanger, Louis",Vercelli,1806,50
118659502,"Canon, Jean-Louis",Vercelli,1809,1
118662244,"Anonym, französisch, 18. Jahrhundert",Paris,1701,1
118662244,"Boucher, François",Paris,1703,13
1186647795,"Béranger, Antoine",Paris,1785,1
118665200,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,23
118665200,"Burgkmair, Hans",Augsburg,1473,88
118666053,"Del Vaga, Pierino",Florenz,1501,1
118667181,Carmontelle,Paris,1717,1
118669613,"Cochin, Charles Nicolas",Paris,1688,13
118670786,"Cuyp, Aelbert",Dordrecht,1620,2
118670999,"Daniele, da Volterra",Volterra,1509,1
118671057,"Daubigny, Charles François",Paris,1817,96
118671464,"Denis, Maurice",Granville (Departement Manche),1870,47
118671499,"Denon, Vivant",Chalon-sur-Saône,1747,20
118672657,"Dujardin, Karel",Amsterdam,1626,2
118674005,"Anonym, niederländisch, 16. Jahrhundert",Brüssel,1501,6
118674005,"Bruegel, Jan, de Oudere",Brüssel,1568,1
118674013,"Anonym, deutsch, 16. Jahrhundert",Brüssel,1501,1
118674013,"Anonym, niederländisch",Brüssel,1525,1
118674013,"Bruegel, Pieter, de Oudere",Brüssel,1525,1
118674382,"Anonym, niederländisch, 17. Jahrhundert",Oudenaarde,1601,1
118676512,"Cochin, Charles Nicolas",Paris,1715,8
11867692X,"Biot, Gustave",Correggio,1833,1
11867692X,"Rousseaux, Émile",Correggio,1831,1
118679422,"Delsenbach, Johann Adam",Nürnberg,1687,4
118680374,"Doomer, Lambert",Amsterdam,1624,1
11868101X,"Androuet du Cerceau, Jacques",Paris,1515,1
118681125,"Dufy, Raoul",Le Havre,1877,21
118681613,"Edelinck, Gerard",Antwerpen,1640,94
118683055,"Fantin-Latour, Henri",Grenoble,1836,29
118683527,Anonym,Heidelberg,1528,1
118683527,"Feyerabend, Sigmund",Heidelberg,1528,1
118684191,"Forain, Jean Louis",Reims,1852,57
118684191,"Taverne, Pierre-Gustave",Reims,1859,1
118688456,"Eisenhoit, Anton",Warburg,1553,1
118692437,"Fragonard, Jean Honoré",Grasse,1732,12
118693859,"Frommel, Carl Ludwig",Birkenfeld (Enzkreis),1789,1
11869507X,"Giordano, Luca",Neapel,1634,1
118695363,"Gleizes, Albert",Paris,1881,1
11869703X,"Anonym, deutsch, 16. Jahrhundert",Solothurn,1501,1
11869703X,"Anonym, deutsch, 20. Jahrhundert",Solothurn,1901,1
11869703X,"Graf, Urs",Solothurn,1485,122
118697781,"Grimm, Ludwig Emil",Hanau,1790,1
118697846,"Gris, Juan",Madrid,1887,1
118698451,"Anonym, deutsch, 15. Jahrhundert",Markgröningen,1401,51
118703285,"Friesz, Achille-Emile-Othon",Le Havre,1879,7
118703358,"Fromentin, Eugène",La Rochelle,1820,2
118704311,"Heuer, Wilhelm",Hamburg,1813,1
11870642X,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1
11870642X,"Holbein, Ambrosius",Augsburg,1494,9
118709917,"Anonym, deutsch, 16. Jahrhundert",Basel,1501,1
118709917,"Heintz, Joseph",Basel,1564,3
118714937,"Calcar, Jan Stephan von",Kalkar (Kreis Kleve),1499,20
118718789,"Giroux, Charles",Tournus,1861,1
118718789,"Greuze, Jean-Baptiste",Tournus,1725,1
118725378,"Utagawa, Toyokuni III.",Katsuhika (bei Edo),1786,17
118726722,"Laurens, Henri",Paris,1885,3
118729314,Anonym,Leiden,1494,14
118729314,"Anonym, 16. Jahrhundert",Leiden,1501,1
118729314,"Anonym, deutsch, 16. Jahrhundert",Leiden,1501,2
118729314,"Anonym, französisch, 17. Jahrhundert",Leiden,1601,1
118729314,"Anonym, niederländisch, 16. Jahrhundert",Leiden,1501,1
118729314,"Horbeck, Egidius",Leiden,1550,1
118729314,"Leyden, Lucas van",Leiden,1494,145
118730274,"Maillol, Aristide",Banyuls-sur-Mer,1861,46
118733877,"Mignard, Nicolas",Troyes,1606,8
118736973,"Morisot, Berthe",Bourges,1841,9
118737260,"Mucha, Alfons",Ivančice,1860,12
118737554,"Mueller, Otto",Lubawka,1874,15
118738887,"Anonym, französisch, 18. Jahrhundert",Paris,1701,1
118738887,"Oudry, Jean-Baptiste",Paris,1686,6
118741004,Monogrammist PB,Saint-Avertin,1514,2
118743740,"Redon, Odilon",Bordeaux,1840,28
11874836X,"Anonym, deutsch, 16. Jahrhundert",Nürnberg,1501,22
11874836X,"Schäufelein, Hans Leonhard",Nürnberg,1480,118
118749218,"Rauch, Christian Daniel",Bad Arolsen,1777,1
118749625,"Roos, Johann Heinrich",Otterberg,1631,2
118749641,"Chevalier, François-Frederick",Namur,1833,1
118749641,"Rops, Félicien",Namur,1833,315
118750682,"Saenredam, Pieter Jansz",Assendelft,1597,3
118753320,"Anonym, französisch, 19. Jahrhundert",Lausanne,1801,1
118753320,"Steinlen, Théophile-Alexandre",Lausanne,1859,80
118755366,"Anonym, schweizerisch, 16. Jahrhundert",Schaffhausen,1501,2
118755366,Monogrammist von 1557,Schaffhausen,1500,1
118755366,"Stimmer, Tobias",Schaffhausen,1539,84
118757490,"Anonym, deutsch, 19. Jahrhundert",Berlin,1801,1
118768506,"Anonym, französisch, 19. Jahrhundert",Damville,1801,1
118768506,"Villon, Jacques",Damville,1875,2
118770454,"Anonym, niederländisch, 17. Jahrhundert",Den Haag,1601,1
118771175,"Wolgemut, Michael",Nürnberg,1434,84
118774875,"Hooghe, Romeyn de",Amsterdam,1645,4
118778420,"Laer, Pieter van",Laaren bei Haarlem,1582,2
118778595,"Lancret, Nicolas",Paris,1690,1
118779141,Anonym,Paris,1619,1
118779141,"Anonym, französisch, 17. Jahrhundert",Paris,1601,5
118779141,"Flipart, Jean-Charles",Paris,1682,1
118779141,"Le Brun, Charles",Paris,1619,9
118779230,"Legeay, Jean-Laurent",Paris; Rühn,1710,2
118780115,"Liotard, Jean-Étienne",Genf,1702,2
118780115,"Posselwhite, James",Genf,1798,1
118781529,"Mander, Karel van",Meulebeke,1548,2
118782029,"Marot, Daniel",Paris,1661,14
118782037,"Marot, Jean",Paris,1619,4
118782967,"Gervais, Eugène",Lyon,1815,1
118782967,"Le Rat, Paul Edme",Lyon,1849,1
118782967,"Meissonier, Jean Louis Ernest",Lyon,1815,7
118783440,"Meryon, Charles",Paris,1821,34
118783548,"Anonym, niederländisch, 17. Jahrhundert",Leiden,1601,1
118783971,"Mongin, Augustin",Southampton,1843,1
118785648,"Anonym, französisch, 17. Jahrhundert",Reims,1601,1
118785648,"Nanteuil, Robert",Reims,1623,103
118785901X,"Selmersheim, Pierre-Eugène",Paris,1869,1
118786415,"Norblin de La Gourdaine, Jean-Pierre",Misy-sur-Yonne,1745,78
118787675,"Raffaëlli, Jean-François",Paris,1850,10
118787683,"Anonym, französisch, 19. Jahrhundert",Paris,1801,1
118787683,"Bry, Émile",Paris,1804,1
118787683,"Raffet, Denis Auguste Marie",Paris,1804,353
118794078,"Saint-Aubin, Augustin de",Paris,1736,10
118794280,"Beatrizet, Nicolas",Florenz,1515,1
118794396,"Sandrart, Joachim von",Frankfurt am Main,1606,2
118796283,"Sérusier, Paul",Paris,1864,5
11879826X,"Anonym, deutsch, 16. Jahrhundert",Oberursel (Taunus),1501,1
118798545,"Steen, Jan",Leiden,1626,5
118799487,"Anonym, deutsch, 16. Jahrhundert",Padua,1501,2
118799487,"Anonym, niederländisch, 16. Jahrhundert",Padua,1501,1
118803794,"Vallet, Édouard",Genf,1876,2
118804235,"Vernet, Carle",Bordeaux,1758,226
118804243,"Loeillot, Wilhelm",Paris,1827,1
118804243,"Loeillot-Hartwig, Karl",Paris,1798,1
118804243,"Vernet, Horace",Paris,1789,253
118804243,"Weber, Antoine Jean",Paris,1797,1
118810936,"Anonym, deutsch, 16. Jahrhundert",Frankfurt am Main,1501,1
118810936,"Anonym, niederländisch, 17. Jahrhundert",Frankfurt am Main,1601,1
118812092,"Stella, Jacques",Lyon,1596,1
118816640,"Boudin, Eugène",Honfleur,1824,5
118817310,"Albrier, Joseph",Montargis,1791,1
118817310,"Berny, Chevalier E. de",Montargis,1801,1
118817310,Bès,Montargis,1818,1
118817310,"Chatillon, Henri Guillaume",Montargis,1780,3
118817310,"Girodet-Trioson, Anne Louis",Montargis,1767,4
118820117,"Heideloff, Carl Alexander von",Stuttgart,1789,1
11883083X,"Werff, Adriaen van der",Rotterdam-Kralingen,1659,1
118837281,"Sablet, Jacques",Morges,1749,2
118838415,"Anonym, deutsch, 16. Jahrhundert",München,1501,2
118841378,"Anonym, 18. Jahrhundert",Königsberg (Wetzlar),1701,1
118841378,"Lichtenstein, S.",Königsberg (Wetzlar),1801,1
118841378,"Wille, Johann Georg",Königsberg (Wetzlar),1715,143
118843680,"Sichem, Christoffel van",Amsterdam,1546,7
118843761,"Quellinus, Erasmus",Antwerpen,1607,2
118843834,"Guys, Constantin",Vlissingen,1802,10
118846027,Anonym,Lyon,1824,1
118846027,"Puvis de Chavannes, Pierre",Lyon,1824,20
118849549,"Bartolozzi, Francesco",Florenz,1727,1
118849549,"Gerard, S. L.",Florenz,1801,1
118852361,"Boldini, Giovanni",Ferrara,1842,1
118853600,"Caillebotte, Gustave",Paris,1848,4
118858955,Anonym,München,1564,1
118858955,"Mayer, S.",München,1701,1
118858955,Monogrammist HNH,München,1801,1
118858955,"Rottenhammer, Hans",München,1564,4
118862340,"Cottet, Charles",Le Puy,1863,6
118862383,"Cornelisz, Jacob",Oostzaan,1470,6
118862758,"Anonym, französisch, 16. Jahrhundert",Paris,1501,2
1188648454,"Courtois, Pierre-François",Paris,1736,1
118874195,"Coornhert, Dirk Volkertszoon",Amsterdam,1522,124
118878794,"Anonym, französisch, 19. Jahrhundert",Angers,1801,1
118884840,"Giovanni, da Udine",Udine,1487,1
118899937,"Maufra, Maxime",Nantes,1861,5
118900927,"Gandolfi, Gaetano","Matteo della Decima, Provinz Bologna",1734,1
118901885,"Erhard, Johann Christoph",Nürnberg,1795,1
118907832,"Laurent, Andreas",Antwerpen,1700,1
118907832,"Teniers, David",Antwerpen,1610,3
118911112,"Anonym, deutsch, 16. Jahrhundert",Königsberg,1501,2
118913905,"Coypel, Antoine",Paris,1661,9
1189177285,"Prou, Jacques",Troyes; Blois,1621,2
118924648,"Bernard, Emile",Lille,1868,46
118927787,"Bonheur, Rosa",Bordeaux,1822,2
118927787,"Soulange-Teissier, Louis Emmanuel",Bordeaux,1814,1
1189440369,"Chasteau, Guillaume",Orléans,1635,3
118949373,"Mellan, Claude",Abbeville,1598,30
118955179,Monogrammist IF II,Hammelburg,1496,1
118966928,"Benazech, Peter Paul",Avignon,1730,1
118966928,"Bertaud, Marie Rosalie",Avignon,1738,1
118966928,"Vernet, Joseph",Avignon,1714,3
11896710X,"Rode, Bernhard",Berlin,1725,1
118973401,"Poilly, Nicolas de",Abbeville,1626,2
11897341X,"Poilly, François de",Abbeville,1622,9
118975072,"Heim, Henry",Dordrecht,1801,2
118975072,"Rousseaux, Émile",Dordrecht,1831,1
118975072,"Scheffer, Ary",Dordrecht,1795,16
118975722,"Robert, Léopold",Les Eplatures,1794,11
118976435,"Anonym, niederländisch, 16. Jahrhundert",Bergamo,1501,1
118976435,"Thibault, Charles Eugène",Bergamo,1835,1
118978128,"Anonym, italienisch, 17. Jahrhundert",Cento,1601,1
118978128,"Barbieri, Giovanni Francesco",Cento,1591,1
118992740,"Danloux, Henri Pierre",Paris,1753,1
118992740,"Villeneuve, Julien Vallou de",Paris,1795,1
118992767,"Anonym, deutsch, 19. Jahrhundert",Göttingen,1801,1
118992767,"Riepenhausen, Franz",Göttingen,1786,3
118998420,"Le Prince, Jean-Baptiste",Metz,1734,161
119004305,"Mongin, Augustin",Dronrijp,1843,1
119005247,"Bal, Cornelis Joseph",Tournai,1820,1
119006944,"Anonym, französisch, 17. Jahrhundert",Nancy,1601,12
119006944,"Silvestre, Israël",Nancy,1621,280
119014459,"Anonym, deutsch, 17. Jahrhundert",Haarlem,1601,1
119014459,"Cornelisz., Cornelis",Haarlem,1562,3
119021056,"Tissot, James",Nantes,1836,28
119021560,"Humbert de Superville, David Pierre Giottino",Den Haag,1770,1
119032082,"Jouanin, Auguste Adrien",Dittelsheim,1806,1
119052636,"Lairesse, Gérard de",Lüttich,1640,22
119053454,"Besnard, Albert",Paris,1849,7
119053721,"Herr, Michael",Menzingen (Baden),1591,1
119055252,"Vos, Cornelis de",Hulst,1584,1
119075318,"Le Sidaner, Henri",Mauritius,1862,2
119091593,"Chéret, Jules",Paris,1830,40
119091771,"Anonym, französisch, 19. Jahrhundert",Città della Pieve,1801,3
119099950,"Vico, Enea",Parma,1523,1
11910816X,"Dietzsch, Barbara Regina",Nürnberg,1706,7
11912081X,"Galle, Theodoor",Antwerpen,1571,11
119121204,"Anonym, niederländisch, 16. Jahrhundert",Lüttich,1501,1
119121875,"Feure, Georges de",Paris,1868,6
1191371646,"Malécy, Alexis Joseph Louis de",Rouen,1799,1
11914073X,"Burnand, Eugène",Moudon,1850,10
119174200,"Fortuny, Marià","Réus, Katalonien",1838,1
119176637,"Anonym, niederländisch, 16. Jahrhundert",Utrecht,1501,1
119179547,"Neureuther, Eugen Napoleon",München,1806,1
119183471,"Dou, Gerard",Leiden,1613,1
119187841,"Schwabe, Carlos",Altona,1866,1
119209993,"Anonym, französisch, 18. Jahrhundert",Enkhuizen,1701,1
119209993,"Anonym, niederländisch, 17. Jahrhundert",Enkhuizen,1601,1
119209993,"Dupont, Pieter",Enkhuizen,1870,1
119209993,"Potter, Paulus",Enkhuizen,1625,14
11921332X,"Venne, Adriaen Pieterszoon van de",Delft,1589,1
119233096,"Anonym, französisch, 17. Jahrhundert",Brüssel,1601,1
119233096,"Champaigne, Philippe de",Brüssel,1602,1
119233096,"Dupin, Pierre",Brüssel,1690,1
119233096,Rossello,Brüssel,1801,1
119238136,"Marcoussis, Louis",Warschau; Krakau,1883,3
119240114,"Lory, Gabriel",Bern,1784,2
119240874,"Eisen, Charles",Valenciennes,1720,5
119248980,"Bramer, Leonard",Delft,1596,262
119256908,"Anonym, niederländisch, 16. Jahrhundert",Urbino,1501,1
119256908,"Barocci, Federico",Urbino,1535,1
119265931,"Anonym, italienisch, 17. Jahrhundert",Dordrecht,1601,1
119265931,"Hoogstraten, Samuel van",Dordrecht,1627,6
119284936,"Garnier, François",Rom,1800,1
119284936,"Girard, François",Rom,1770,1
119284936,"Gérard, François",Rom,1770,4
119284936,"Weber, Antoine Jean",Rom,1797,1
119286564,"Backhuysen, Ludolf",Emden,1630,5
119290286,"Hallé, Claude Guy",Paris,1652,1
119298880,"Jacque, Charles Emile",Paris,1813,52
119314851,Anonym,Antwerpen,1553,9
119314851,"Wierix, Hieronymus",Antwerpen,1553,56
11931648X,"Wit, Frederick de",Gouda,1630,1
119324695,"Gérôme, Jean Léon",Vesoul,1824,4
119324695,"Mariani, Léon",Vesoul,1824,1
119324695,"Soulange-Teissier, Louis Emmanuel",Vesoul,1814,1
1193274958,"Uyl, Johannes Jansz. den",Amsterdam,1595,1
119334690,"Rugendas, Georg Philipp",Augsburg,1666,1
119340623,"Houel, Jean-Pierre-Laurent",Rouen,1735,2
119357895,Anonym,La Bassée,1761,1
119357895,"Anonym, französisch, 19. Jahrhundert",La Bassée,1801,1
119357895,"Boilly, Louis",La Bassée,1761,7
119369303,"Schwarz, Christoph",München,1548,14
119375702,"Bertinot, Gustave Nicolas",La Rochelle,1822,2
119375702,"Bouguereau, William Adolphe",La Rochelle,1825,1
119375702,"Levasseur, Jules Gabriel",La Rochelle,1823,1
119383330,"Anonym, deutsch, 16. Jahrhundert",Augsburg,1501,1
119383330,"Beck, Leonhard",Augsburg,1480,11
119383330,"Lindt, Alexius",Augsburg,1495,3
119383330,"Seman, Claus",Augsburg,1480,4
119424215,"Bisschop, Jan de",Amsterdam,1628,2
119427435,"Anonym, deutsch, 16. Jahrhundert",Landshut,1501,12
119427435,"Lemberger, Georg",Landshut,1495,144
119441969,Anonym,Duffel,1573,1
119441969,"Hondius, Hendrik",Duffel,1573,7
119456915,"Anonym, französisch, 18. Jahrhundert",Cluny,1701,1
119456915,"Constant, Charles Louis",Cluny,1778,1
119456915,Mendoze,Cluny,1801,1
119456915,"Prud'hon, Pierre-Paul",Cluny,1758,4
119460882,"Baudry, Paul",La Roche-sur-Yon,1828,1
1194881130,"Delaune, Jean",Paris; Paris,1559,1
119493306,"Laboureur, Jean Émile",Nantes,1877,1
119493330,"Mazzola Bedoli, Girolamo",Viadana,1500,1
119498162,"Klengel, Johann Christian",Kesselsdorf,1751,1
